influenceofmoder36gibb,  Plants,,,,
influenceofreact414ther,"Plants, Growth (Plants)",,,,
infoforall00blakrich,"Wilson, Patrick, 1927-, Buckland, Michael Keeble, Newman, H. Morton, University of California, Berkeley. School of Librarianship, University of California, Berkeley. School of Library and Information Studies, University of California (System). Librarians Association, Librarians -- California, Library science -- California Berkeley",,,,
informationforst52babc,"University of California (1868-1952). College of Agriculture, Agricultural education",,,,
inheartofvalleyo00kado,  Twenty-first century,,,,
inheritanceincre29coll,"Crepis, Heredity",,,,
inheritanceofsom27rauv,"Crepis, Crepis",,,,
inlondontown00smitrich,  London (England) -- Social life and customs,,,,
inmemoriamedithj00berkrich,  Claypole, Edith Jane, 1870-1915,,
innocenceofdevil00sada_0,"Women -- Middle East -- Fiction., Middle East -- Fiction.",,,,
inputscostsforpr1922cato,"Cotton growing, Acreage allotments, Field crops",,,,
inquestoffullcit00beav,"Beavers, George, b. 1891, Golden State Mutual Life Insurance Co, National Association for the Advancement of Colored People, African American executives, Insurance companies, African Americans",,,,
insectgrapepests566staf,"Grapes, Grapes",,,,
insecticideformu128wood,  Insecticides,,,,
insecticides49quay,  Insecticides,,,,
insecticidesinse66quay,  Insecticides,,,,
insectmitepests502barn,"Apples, Apples",,,,
insectmitepestso513summ,"Almond, Almond",,,,
insectotheranima555lang,  Rice,,,,
insectsaffecting0834brow,  Conifers,,,,
insectsaffecting676lins,  Food storage pests,,,,
insectscloseup00ross,"Insects, Insects.",,,,
insectsotherpest87essi,"Insects, Beneficial insects, Insect pests, Agricultural pests",,,,
insideorganizedr00blee,"Hate groups, White supremacy movements, Racism, Women, White, Women, White, Women, White, Whites",,,,
insideorganizedr00kath,"Racism & racial discrimination, Women's studies, Sociology, Social Science, Gender Studies, Political Ideologies - General, Sociology - General, Social Science / Sociology / General, Hate groups, White supremacy movements, Racism, Women, White, Whites, Groupes haineux, Mouvements pour la supre\u0301matie blanche, Racisme, Blanches, Blancs, Rassendiscriminatie, Vrouwen, Sociale bewegingen, Blanken, Weibliche Wei\u00dfe, Gewalt, Rassenbeziehung",,,,
insideprimetime00gitl_1,"Television broadcasting -- United States., Television programs -- United States., Television programs -- Rating -- United States.",,,,
instructioninpra37berk,  Agricultural education,,,,
instructioninpra39berk,  Agricultural education,,,,
instrulaboratory00univrich,"Building materials -- Testing, Strength of materials",,,,
integratedmanage279leon,"Water conservation, Underground reservoirs, Groundwater, Water-supply, Water rights",,,,
intelllifecivil00schorich,"University of California, Berkeley. Dept. of History, University of California, Berkeley, College teachers -- California Berkeley, Historians -- California Berkeley, Free Speech Movement (Berkeley, Calif.), Educational change -- California Berkeley, Multiculturalism -- California Berkeley, Women college teachers -- California Berkeley, Civil rights -- California Berkeley",,,,
intercroppingofy194vail,"Orchards, Intercropping",,,,
internaturalist00millrich,"University of California, Berkeley, University of California, Los Angeles, United States. National Park Service, Zoology, Natural history -- California, Paleontology",,,,
interpretationof00fish,"Art criticism--History, Authors, English.",,,,
interpretationof81erdm,"Eggs, Price regulation",,,,
interpretingpopu00brac,"Popular music, Popular music, Musique populaire, Musique populaire, Popmuziek, Interpretatie",,,,
interspecifichyb25babc,"Heredity, Crepis capillaris, Plant hybridization",,,,
interspecifichyb66pool,  Crepis,,,,
interspecifichyb69pool,  Crepis,,,,
interviewrichard00ohanrich,"Rivera, Diego, 1886-1957, Matisse, Henri, 1869-1954, Stackpole, Ralph, 1885-1973, Art, American -- California 20th century, Artists -- California, Art -- Study and teaching California",,,,
intimateeconomie00wils,,,,,
intradermaltestf243hari,"Tuberculosis in animals, Cattle, Swine",,,,
introductiontoca00robe_0,"Botany, Plant ecophysiology, Plants",,,,
introductiontoph00lorbrich,,,,,
introductiontoph00weisrich,  Aesthetics,,,,
investigationofa00coit,"Abscission (Botany), Oranges",,,,
investigationofa311coit,"Abscission (Botany), Oranges",,,,
investigationofh00blisrich,  Jet pumps,,,,
investigationsin636long,  Fruit,,,,
investigationsof0710crue,"Sherry, Wine and wine making",,,,
investigationsof104hayn,"Olive, Olive oil mills",,,,
investigationsof644mich,"Tomatoes, Caterpillars",,,,
investigationson434turn,"Fruit, Ice cream, ices, etc",,,,
investigationswi311woll,  Milking machines,,,,
investigationswi365berk,"DDT (Insecticide), Insecticides",,,,
investigationswi52univ,"DDT (Insecticide), Insecticides",,,,
invisiblemanpub00wilsrich,"Frost, Robert, 1874-1963, University of California (1868-1952), University of California, Berkeley. Dept. of Speech, University of California, Berkeley. Committee on public ceremonies",,,,
inwakeofgreenban00metorich,,,,,
irisesforhomegar30butt,  Irises (Plants),,,,
irrigatedpasture0835hull,"Beef cattle, Lambs, Pastures",,,,
irrigatedpasture125jone,  Pastures,,,,
irrigatedpasture129jone,  Pastures,,,,
irrigatedpasture545ragu,  Pastures,,,,
irrigationbyover04wads,  Sprinkler irrigation,,,,
irrigationbyspri670chri,  Sprinkler irrigation,,,,
irrigationcultiv0711veih,"Lettuce, Lettuce",,,,
irrigationexperi0715hend,"Olive, Olive",,,,
irrigationexperi0728hend,"Grapes, Grapes, Viticulture",,,,
irrigationexperi47995hend,"Peach, Canning and preserving, Peach",,,,
irrigationexperi573hend,"Prune, Plants",,,,
irrigationexperi667hend,"Apples, Apples, Pear, Pear",,,,
irrigationinvest450beck,  Irrigation,,,,
irrigationleader00durbrich,"Nevada County Irrigation District, Irrigation Districts Association of California, Water -- California, Irrigation -- California, Finance -- California, Mines and mineral resources -- California, Glenn County (Calif.), Colusa County (Calif.)",,,,
irrigationmethod177brow,"Soil conservation, Irrigation",,,,
irrigationofalfa284pack,"Alfalfa, Alfalfa",,,,
irrigationoforch16hube,"Furrow irrigation, Irrigation farming",,,,
irrigationofrice279robe,  Rice,,,,
irrigationonstee509brow,  Irrigation,,,,
irrigationonstee561brow,"Irrigation, Microirrigation",,,,
irrigationpracti154hutc,  Berries,,,,
irrigationpumpst415john,"Pumping machinery, Irrigation, Irrigation pumps",,,,
irrigationreturn542hous,  Irrigation,,,,
irrigationsoilco253robe,"Irrigation, Soils, Soils, Irrigation",,,,
irrigationwaterr45267hutc,"Water rights, Irrigation",,,,
irrigationwaterr452hutc,"Water rights, Irrigation",,,,
irrigationwaterr489beck,"Avocado, Citrus, Citrus, Avocado",,,,
irrigationwaterr686pill,"Citrus, Citrus",,,,
irrigationwells404john,"Wells, Boring, Irrigation",,,,
irrigationwellsw361john,"Wells, Irrigation, Boring",,,,
isbn_0443010986,"Medical genetics, Human genetics, Human genetics, Medical genetics, Man Genetics",,,,
isbn_9780520065536,"Feminism, Women, Women, Feminism in literature, Women in literature, Women and literature",,,,
isbn_9780520206281,"African Americans, Popular music",,,,
isbn_9780520216822,"Agesander, Laocoo\u0308n (Legendary character), Art criticism",,,,
isbn_9780520241992,"Plant communities, Plant ecology",,,,
isbn_9780520243422,"Journalistic ethics, Journalism",,,,
isbn_9780520247307,,,,,
isbn_9780520250826,"Music, Musical analysis",,,,
isbn_9780520254374,"Sand, Sandstone",,,,
isbn_9780803286061,"University of California, Berkeley. Department of Sociology, Women sociologists, Sex discrimination in education",,,,
isbn_9780976067733,"War on Terrorism, 2001-2009, Prisoners of war, Prisoners of war, Prisoners of war, Military interrogation, Human rights, Detention of persons",,,,
israelsadministr00caid,,,,,
issuescorradult00wayhrich,"Reagan, Ronald, Brown, Jerry, 1938-, Rushen, Ruth, California. Legislature. Senate, Determinate Sentencing Act (1976), California. Youth and Adult Correctional Agency, California. Board of Prison Terms, California. Adult Authority, California. Dept. of Corrections, Prison reformers -- California",,,,
ivegotlightoffre00payn,"Civil rights movements, Civil rights workers, Afro-Americans, Civil rights movements",,,,
ivepartnersuztol00peltrich,"Peltason, J. W. (Jack Walter), 1923-, University of California (System). Office of the President, University of California, Irvine. Office of the Chancellor, University of California, Irvine, University of Illinois (Urbana-Champaign campus). Office of Chancellor, Blake House (Berkeley, Calif.), College administrators' spouses -- United States, Affirmative action programs -- California, College administrators -- California",,,,
jackcheese00bair,  Monterey Jack cheese,,,,
jadechapletintwe00stenrich,"University of California, Berkeley. Dept. of, Folk songs, Chinese, Ballads, Chinese, Chinese poetry -- Translations into English, English poetry -- Translations, Chinese",,,,
jameskpolk00mccorich,  Polk, James K. (James Knox), 1795-1849,,
japaneseletterse00berkrich,  Europe -- Description and travel,,,,
japanesesociety000naka,"Social groups, Social values",,,,
japanincintroduc00ishi,"Japan -- Economic conditions -- 1945-1989 -- Caricatures and cartoons, Japan -- Economic policy -- 1945-1989 -- Caricatures and cartoons, Japan -- Foreign economic relations -- United States -- Caricatures and cartoons, United States -- Foreign economic relations -- Japan -- Caricatures and cartoons",,,,
japanshighschool00rohl,"High schools, Education, Secondary, Educational sociology, Educational anthropology, \u00c9coles secondaires, Enseignement secondaire, Sociologie de l'\u00e9ducation, Anthropologie et \u00e9ducation, Hoger onderwijs",,,,
jazzstyleinkansa00russ,  Jazz,,,,
jelliesmarmalade146crue,"Marmalade, Jelly",,,,
jepsonmanualhigh00hick,"Plants, Plants, Plants",,,,
jesusasmother00caro,"Christian ministry & pastoral activity, Spiritual life, Medieval, History, Religion - Biblical Studies, History: World, Motherhood, Middle Ages, 600-1500, Biblical Studies - General, Institutions & Organizations, History / General, God (Christianity), Christianity - General, General, Women's Studies - General, Christianity, History of doctrines, Monastic and religious life, Bible - Study - General, God",,,,
jewsofunitedstat00dine,"History of specific racial & ethnic groups, Jewish studies, Jews, History - General History, History: American, USA, Judaism - General, Jewish - General, United States - General, History / Americas (North, Central, South, West Indies), History, Americas (North Central South West Indies), Ethnic relations, United States",,,,
joanofarcimageof00warn,"Joan, of Arc, Saint, 1412-1431, Christian women saints, Women heroes",,,,
joetildensrecipe00tildrich,"Cookery, American -- California, cbk",,,,
johnansonfordlos00ford,"Ford, John Anson, Democratic Party (Calif.), California. State Fair Employment Practice Commission, Los Angeles County Art Institute, Los Angeles County (Calif.). Commission on Human Relations, United States. Work Projects Administration (Calif.), Depressions, Mexican Americans",,,,
johnknoxmcleanbi00buckrich,"McLean, J. K. (John Knox), 1834-1914, Pacific School of Religion (Berkeley, Calif.)",,,,
johnniesletters00cummrich,"University of California (1868-1952), University of California (1868-1952)",,,,
johnnieswardiary00cummrich,,,,,
johnsonboswellth00bron,,,,,
jointregulations00univ,,,,,
jottingsfromruss00palarich,  Soviet Union -- Description and travel,,,,
joyceannotated00dong,"Joyce, James, 1882-1941, Joyce, James, 1882-1941, Dublin (Ireland) in literature",,,,
joyceeburrmemori00burrrich,"Charles Lee Tilden Regional Park (Calif.), Regional Parks Botanic Garden (Berkeley, Calif.), California Native Plant Society, Conservationists -- California",,,,
judgingofdairypr327phil,  Dairy products,,,,
julesengeloralhi00enge,"Engel, Jules, Walt Disney Productions, California Institute of the Arts, Fantasia (Motion picture), Animators, Animation (Cinematography), Computer animation",,,,
juliamorgan00jame,"Morgan, Julia, 1872-1957, Architects, Architecture",,,,
junedropofwashin290coit,  Oranges,,,,
jurisdictionaldi00blumrich,"American Federation of Labor, Labor unions -- United States",,,,
justmysoulrespo000ward,"Rhythm and blues music, African Americans, Popular music, African Americans, Music and race",,,,
kadotafig4364365cond,  Fig,,,,
kaisermedical00linkrich,"Kaiser-Permanente Medical Care Program, Health maintenance organizations -- California",,,,
kaiserpermanante00cuttrich,"Kaiser-Permanente Medical Care Program, Health maintenance organizations -- California",,,,
kaiserpermmedcare00reimrich,"Kaiser-Permanente Medical Care Program, Health maintenance organizations -- California",,,,
kakiororientalpe316cond,  Kaki persimmon,,,,
kankanayceremoni00mossrich,"Igorot (Philippine people), Rites and ceremonies -- Philippines, Kankanay language",,,,
kapareilalmond0798kest,  Almond,,,,
katotexts00goddrich,"Kato Indians, Indians of North America, Kato language",,,,
katotextsplinyea00goddrich,"Kato Indians, Indians of North America, Kato language",,,,
keystofrenchoper00laco,"European studies, Opera, c 1800 to c 1900, Music/Songbooks, Genres & Styles - Opera, Music, History & Criticism - General, Music / General, Genres & Styles - International, 19th century, France",,,,
keytoclassedcata00rowerich,"Classification -- Books Literature, Classification -- Books Language",,,,
keytococcidaeofc00woodiala,"Scale insects, Insects -- California",,,,
khubilaikhanhisl00ross,"Kublai Khan, 1216-1294, Mongols",,,,
kiplingstorywrit00hart,  Kipling, Rudyard, 1865-1936,,
kissofsnowquee00lede,"Andersen, H. C. (Hans Christian), 1805-1875, Andersen, H. C. (Hans Christian), 1805-1875, Authors, Danish, Psychoanalysis and folklore, Women in literature",,,,
kosovo00juli,"Ethnic studies, Political control & freedoms, History: World, Europe - General, History - General History, Southeast Europe, International Relations - General, Eastern Europe - Balkan Republics, Political History, History / General, Causes, Civil War, 1998-1999, History, Kosovo (Serbia), Kosovo War, 1998-1999",,,,
laboratorydirect00brayrich,  Chemistry,,,,
laboratoryinstru00morlrich,  Assaying,,,,
laboratoryinstru00univrich,"Building materials -- Testing, Strength of materials",,,,
laboratorymanual00brayrich,  Chemistry,,,,
laboratorymanual00woodrich,  Insects,,,,
laboratorymethod08berk,  Water,,,,
laboratorytestso442hoff,"Kerosene heaters, Fruit-culture",,,,
laborcampequipme23neub,  Labor camps,,,,
laboreastbay00wardrich,"Ward, Angela Gizzi, 1910-, Mooney, Thomas J., 1882-1942, Bridges, Harry, 1901-, Harry Bridges Defense Committee, Congress of Industrial Organizations, American Federation of Labor, Labor's Non-Partisan League. California, Congress of Industrial Organizations Industrial Union Councils. Alameda County, Calif, Communist Party of the United States of America (Calif.), Labor unions -- California History, Labor unions -- Law and legislation California, Labor unions and communism -- United States History",,,,
labormaterialreq20macg,  Vegetables,,,,
laborrequirement36sull,  Tropical fruit industry,,,,
lacquercementmet0795brow,"Agriculture, Soil profiles",,,,
ladinoclover81mads,  Clover,,,,
ladinocloverseed554marb,"Ladino clover, Ladino clover",,,,
lairofthebearalumni00kollrich,"California Alumni Association, College administrators -- California Berkeley, World War, 1939-1945 -- United States, World War, 1939-1945 -- Naval operations, American, Free Speech Movement (Berkeley, Calif.), Lair of the Bear (Camp)",,,,
laketahoebasinpr36matt,  Water resources development,,,,
lambingsheds188mill,  Sheep,,,,
landdrainage391weir,  Drainage,,,,
landoftigernatur00thap,"Natural history -- South Asia, Tigers -- South Asia, Natural history -- South Asia -- Pictorial works, Tigers -- South Asia -- Pictorial works",,,,
